doc_id,help,knowledge,punctuality,rating,review,staff
10001,1.0,1.0,1.0,1.0,"Dr. Shah only cares about how many people she can see in one day. Wait time is insane, and she gives u one minute when u finally see her. She has made several mistakes calling in prescriptions, and I feel it is only a matter of time before she kills someone. She takes no time to listen, and talks with one foot out the door ready to run to the next patient, ching ching, all about the money. I also find her extremely rude, and acts like she is doing ME the favor to see me.",1.0
10001,5.0,5.0,5.0,5.0,Have been going to Dr Shah for YEARS and i love her. yes you have to wait as with ALL doctors..but SHE listened to me where others doctors did not and as a result a huge tumor was removed/PLUS i have recommended her to others and they ALSO love her. she LISTENS..AND she will be honest..--the person above..i bet she didn't TELL the office she ONLY wanted a flu shot..sometimes the people that work there are a bit 'off' but Dr Shah is the BEST!! esp for females !!,5.0
10001,1.0,1.0,1.0,1.0,"By far the most unprofessional medical experience I have ever encountered. After waiting for over an hour for my appointment, the doctor told me she was just ""too busy"" to give me my flu vaccinations. This was the only reason I made the appointment. It must be noted that she wasn't however, too busy to take my money.",1.0
10001,5.0,5.0,5.0,5.0,Dr. Shah was very helpful to me and my wife. she was very attentive and understanding regarding my medical condition. she was a delight to speak to.,0.0
10001,1.0,1.0,2.0,1.33,"Doctor Shah does not listen to you, the patient. She seems to only care about how many patients she sees per-day. Her skills and ethics were so far off that I wonder if her degree legally meets United States requirements. Stay Away!!!!!!!!!",0.0
1000102,5.0,5.0,5.0,5.0,Dr. Velky saved my life. He is an incredible surgeon and I am very grateful to have had his help.,5.0
1000122,1.0,1.0,1.0,1.75,This man was so rude. I waited over 35 minutes to see him. He walked in told me why I was there and when I tried to respond he interrupted me before I could get a few sentences out and told me I'd have to make another appointment if I had another problem. I tried again to tell him that I had two injuries that could be causing this problem but again he wouldn't let me finish. This is someone I'm supposed to trust making decisions regarding my health care? I'll pass. I told him he was rude and left. He did say he'd still see me. He didn't seem to understand that wasn't the issue. I didn't want to see him. Why would I want to? I'm experiencing paralysis and scared and this guy is rude and rushed. I'll pass.,4.0
1000151,5.0,5.0,5.0,5.0,"Dr. Dutta preformed my gastric bypass surgery in 2007. I had an outstanding wonderful amazing expierence with him and the entire gastric bypass team at Kaiser. I can not express how wonderful a surgeon he was. He treated me as though he had a genuine interest in my overall health. He was not a typical ""cut and run"" surgeon. He is an outstand medical professional and I HIGHLY recogmend him to anyone who is considering the procedure. I still follow up with him on a yearly basis. I am proud to report that due to his and the entire Kaiser Gastric bypass department's support I have kept me weight off and am now a healthy happy individual.",5.0
1000183,5.0,5.0,4.0,4.75,"Very attentive and cordial staff. Dr. Elmore is an expert in his field and takes the time to explain everything thoroughly. Treatments are precise and the doctor ensures the patient's comfort comes first. A little uncomfortable at times but very little pain. The improvement in my legs is significant, both cosmetically and health-wise. Absolutely no regrets.",5.0
1000183,5.0,5.0,5.0,5.0,"After years of pain and itching, my legs are free of varicose veins and spider veins. I was recommended to the doc by my wife after she received great treatment. It's not painless, but it is soooo worth the little discomfort for the great results. Great staff and they worked around my schedule.",5.0
1000183,5.0,5.0,5.0,5.0,He is excellent! I would recommend him greatly!! Very helpful staff and a great nurse. They always do what they can to limit your need for more visits if possible.,5.0
100022,5.0,5.0,5.0,5.0,"julie rocks! she delivered my youngest son, and i wholeheartedly recommend her and her group!",5.0
100022,5.0,5.0,5.0,5.0,"Julie is absolutely wonnderful. She was so warm and caring during my prenatal care and my labor and delivery. I could count on Julie or one of the other midwives in the office to answer any questions that I had at any time. I continue to see Julie for my gynecological care. I would highly recommend Julie for prenatal, labor and delivery care.",5.0
100022,5.0,5.0,4.0,4.67,"Julie was absolutely WONDERFUL for prenatal care and during labor/delivery. She has a warm and caring personality, and believes in the strength of a woman's body.",0.0
100023,5.0,5.0,5.0,5.0,"He is now retired, but he has been a wonderful internist through the years.",5.0
100023,5.0,5.0,5.0,4.75,"Dr. Adeslon was very helpful and thorough. During my latest visit, he went to great lengths to understand each of my issues, while also taking enough time to explain why things are happening and what options are available. Finally, I have found a doctor that actually wants patients!",4.0
100023,5.0,5.0,5.0,5.0,"Dr. Adelson is an exceptional doctor. I have never had a doctor take my health so seriously. I am always able to get an appointment quickly (not sure why-- I would expect that he'd be completely booked) and he takes the time to listen. I have never had care like this, especially in DC, where you generally get doctors who throw antibiotics at you and try to rush you out the door. You're lucky if he'll take you on as a new patient.",0.0
1000244,5.0,5.0,4.0,4.75,"Prefessionl, Listens, and answers questions so you can understand them. Very rasonable.",5.0
100025,1.0,4.0,3.0,2.25,"I had been a patient for many years. Several times she did not follow up on external procedures she referred. Just recently, I was bit by a dog and needed treatment. The office was open, the doctor was in, but would not see me. I was told her schedule was full and she was leaving at 4:00. I was scared and crying. I had to drive 15 miles to an urgent care instead of the 4 miles to her office and spend a $75 copay instead of the $30 for primary doctor. Very disappointed; what happend to the hypocratic oath to help people? I have changed doctors",1.0
100025,5.0,5.0,5.0,5.0,I truly admire Dr. Karen. Her concern and care is matched by no other! I would recommend her a thousand times over!,5.0
100025,5.0,5.0,5.0,5.0,"My entire family have been patients for over 8 years. She takes the time to talk with you,learn your problems,not just physical but anything that may be affecting you mentally,and tries to offer sound,informed solutions. She is the only Dr I have ever had that does not spend the visit looking at her watch and racing to the next patient. You matter to her!",5.0
100025,5.0,5.0,5.0,5.0,"I was referred to her by my best friend and my mom went to her for years before having to switch for insurance purposes... She's always in a good mood, even if she's booked solid and she spends time talking about anything you may be concerned with, no matter how insane it may seem to you... The women in the office are fantastic and even though I don't have to go in that often, it's always a pleasure when I do... (Unless I'm really sick, then I feel like garbage, but that's not their fault... lol)",5.0
100026,5.0,5.0,5.0,5.0,"Dr. Smith is the BEST Pediatrician hands down! She takes the time to know her patients. She has a wonderful bedside manner. She is easy to talk to as a parent as well as the kids. She goes above the call of duty to make sure our children are very taken care of. Being the parent of a special needs child, there isnt anyone better and I would recommend her anytime. ***** stars",5.0
100026,5.0,5.0,5.0,5.0,Dr. smith listens very patiently to all of my concerns and questions as a first time parent. She never seems to busy to talk to you and explain any thing to you. the only down fall would be she is so popular it is highly difficult to get into her for check ups.,5.0
100026,5.0,5.0,3.0,4.5,I have been very satisfied with Dr. Smith and her staff every single time she has seen my children. She listens carefully and is never in a rush. When I tell other doctors who my children's pediatrician is they always say that we are very lucky to have such a caring and quailfied doctor. She has an excellent reputation for good reason. I would recommend her to anyone.,5.0
100026,5.0,5.0,5.0,5.0,She is THE BEST doctor in this field. I highly recommend her to anyone trying to find a new doctor. She has been my childrens doctor since 1999.,0.0
100026,5.0,5.0,5.0,5.0,"SHE IS THE BEST DOCTOR FOR KIDS. She has been my childrens doctor since 1999. And my brothers kids doctor since 1997. She is very friendly and cute with the kids. Even when I can tell she is stressed and has had a hard day, she still comes in with a big smile and plays or jokes with the kids. Her staff is also very friendly. They no my kids by name even without the file...lol. They are always excited with the kids to see them. They have the best toys to keep kids happy, both in the waiting room and in the exam rooms. I HIGHLY REOMEND KERRI SMITH TO EVERYONE!!!",0.0
1000292,5.0,5.0,5.0,5.0,Thank God for you. May 2015 you help save my life. You are a gift from God Almighty .,5.0
1000292,4.0,5.0,4.0,4.5,"He saved my life ... I was stage II esopogial cancer - did a very complicated trans thoracic esophageal tumor removal & within 4weeks I was out w/ home recovery , in 8 mo , normal activities resumed -- no chemo / no radiation !!! Thank God , thank you dr BELSBURG !!!",5.0
1000305,5.0,5.0,5.0,5.0,The doctor was very kind and considerate; she is very professional.,5.0
100031,1.0,1.0,3.0,2.0,"Highly insulting. As with others, attempted to tell me my problems were all in my head. Hate I wasted my time driving there.",3.0
100031,5.0,5.0,4.0,4.75,"I did have to wait a little bit in his office to be seen, but it took no longer than the usual waiting time in another office. I realized that it took awhile longer because when you do get seen by him, he answers all questions and concerns (a plus in my book and well worth the wait). My doctor referred me to him. I was in a lot of pain at the time so I called his office and was able to work with his staff to get a closer appointment. He had a dry sense of humor and was very polite. He listed to all of my symptoms before suggesting a colonoscopy. He was very straight foreword about how the prep would work, and I appreciated his honesty. The procedure went very well and his staff was excellent. He was very comforting when the anesthesia was administered. I didn't feel a thing and I am more than comfortable with the care and diagnosis I received.",5.0
100031,1.0,1.0,2.0,1.25,,1.0
100031,1.0,1.0,1.0,1.0,,1.0
100031,4.0,4.0,5.0,4.25,"At first Dr. Coleman seemed uncaring and curt, but the second time I saw him he was considerably more attentive. That was fortunate, as I was in hospital and very sick with a new (to me) and alarming intestinal problem. He did a perfect, painless colonoscopy and found I had very raw ulcerative colitis, somewhat to his surprise, as my bloodwork hadn't shown the typical medical signs. The meds he prescribed really helped, and I am very grateful to him for that. Three months later, I can report that I haven't had any recurrence of symptoms (knock on wood...), and this also surprised him. I'm a complicated patient with another significant problem and a trayful of medications, and he was very good to me, understanding and kind. However, I can understand why some patients have had a different experience with Dr. Coleman, because his attitude was initially off-putting. I had my husband advocating for me after that, which may have helped. Shouldn't be necessary though.",4.0
100031,3.0,2.0,3.0,2.75,"Dr. Coleman is a strange bird. His whole demeanor leaves me feeling suspicious or uncomfortable, as if perhaps he doesn't care or isn't totally interested. Maybe he has something more important on his mind, he seemed more interested in what was on his laptop than conversing with the patient who wanted questions answered. I wouldn't recommend him.",3.0
100031,5.0,5.0,5.0,5.0,"I don't know why this Dr. has so many bad comments. He was great with me, and even walked out to the waiting room to talk to my 75 year old father. I give him a 5 star rating. He was very nice and helpful. I would go back to him for help if need be.",5.0
100031,1.0,1.0,1.0,1.0,Terrible doctor!!!!! Not at all helpful. Didn't know what procedure he was scheduled to do. Would never go back!,1.0
100031,2.0,2.0,3.0,2.5,Didn't even examine me. What a waste of time. Told him my problems and he said I had two years to go before having a colonoscopy!!! Will go some where else!!!!,3.0
100031,1.0,1.0,1.0,1.0,"The front desk staff the tall older lady with blonde hair and the other white female with long brown hair were very rude to me and my daughter! They tried to tell me that I was not aware of how my insurance worked they lied to me stating they phoned my insurance carrier and that I was to pay my deductible up front after phoning my blue cross blue yield carrier they don't me that the office staff lied to me, that I am not required to pay up front. Now the office staff the blonde headed lady(apologize did not get her name) stated that their policy was to collect deductible. She told me I was rude and to go to another doctor, that my insurance gave them more problems (BC/BS)! I was embarrassed and very upset. I wish there was some where else to complain about this situation. Can't really say anything about the doctor never got to see him. but after the reviews on here I'm glad my daughter didn't see him!",1.0
100031,1.0,1.0,1.0,1.0,Total lack of concern for patient. No communication or feedback. Will never use again.,1.0
100031,1.0,1.0,3.0,2.0,Saw Dr Coleman while in hospital. Not very helpful and did seem to know why he was consulted.,3.0
100031,1.0,1.0,3.0,1.75,For stomach pain and bowel problems he said it was all in my head and that I just need to relax and have a glass of wine in the evenings. A subsequent Dr. diagnosed very high levels of acid and IBS which he has treated and I am doing a lot better. It is very upsetting now when I look back on it.,2.0
100031,1.0,1.0,1.0,1.5,He did a colonoscopy on me and told my husband all my symptoms were in my head. Two days later I was diagnosed with c diff and had my diseased gallbladder removed. I found a new doctor and was later found to have a very rare genetic disorder that causes the blood to clot. This is what caused the ischemic colitis. It is a potentially life threatening disorder. I won't be seeing him in the future.,3.0
100031,5.0,5.0,5.0,5.0,what a wonder doctor. geniune concern for his patient and their babies.,5.0
100031,1.0,3.0,4.0,3.25,"He doesn't offer much information, but that was probably because he suddenly moved out of the Birmingham area. He is dedicated though.",5.0
100031,5.0,5.0,5.0,5.0,"Dr. Coleman is great he was not my Doctor, but he saved my baby and me, I wish he had been my Doctor.",5.0
100031,5.0,5.0,5.0,5.0,My colonoscopy was easy and painless. A couple of small polyps were removed. He was courteous and very professional. I would use him again.,5.0
100031,5.0,5.0,5.0,5.0,Dr. Coleman did an excellent job. No problems and no after affects. I would reccommend him highly.,5.0
100031,1.0,1.0,3.0,1.75,"A rather pleasant fella BUT he totally missed diagnosing colon cancer....despite the fact he was boastful of not missing a diagnosis since 1984. No apology, trust me. Heard he does great colonoscopies. Liked him personally but question his professional ability after our nightmarish experience.",2.0
100031,5.0,5.0,4.0,4.67,Dr Coleman found a problem with my prostate while doing his exam of lower GI series. My PC doctor did not find this problem on digital exam!,0.0
1000358,5.0,5.0,5.0,5.0,"Great doctor very professional, thorough and caring!",5.0
100037,2.0,2.0,5.0,3.25,"Dr. Quaglia has terrible interpersonal skills. He did not conduct a thorough medical history and was practically writing prescriptions as I was discussing my conditions/symptoms. He failed to inform me of procedures he was about to perform, which made me feel vulnerable and uncomfortable. This doctor has terrible bedside manner and comes across as arrogant, egotistical, and curt. I do not get the sense that he really values and cares about his patients. I spent about 3-4 minutes with him. Also, I was shocked by how filthy the exam room and waiting area were. The staff is amiable and helpful and I was pleased with them. Overall, I was dissatisfied with the experience and would not recommend Dr. Quaglia at all.",4.0
100037,5.0,5.0,5.0,5.0,"I have had nothing but positive experiences with Dr.Quaglia, and his office managers.",5.0
100037,1.0,1.0,1.0,1.0,"Wow, maybe I won't pick him for my Mom, 83yrs old .",1.0
100037,4.0,4.0,4.0,4.0,I have had no issues with Dr. Silvio Quaglia. I am a fairly new patient (4-5 years with Dr. Silvio Quaglia) and I think Dr.Quaglia is reasonably knowledgeable.His office staff is pleasant and friendly. In all my visits he took time to examine and ask questions about my problem.,4.0
100037,2.0,3.0,3.0,2.5,"Dr. Quaglia is not a good listner. It appears he is ready to give a prescription before you have stated your condition. I have back problems & each time I ask for physical thereapy he insists that medicine be use instead. I always remind him about my stomach condition & that the medicine must not hurt my stomach. Last time he gave me a pain killer, muscle relaxant & and anti-inflamatory which he said they would not hurt me. A week an half later I developed a bleeding ulcer... all 3 medicines pointed out significant problems for the stomach. I have since recovered but I did not seek his help.",2.0
100037,1.0,1.0,3.0,1.5,"Horrible Doctor, he enters the room could care less about what you are saying and his answers are all one worded. I don't know how he even became a Doctor. He has been mis diagnosing me for years and now I am practically a crippled. Stay away from this man he can cares less about his patients.",1.0
100037,1.0,1.0,3.0,2.25,"If you are looking for a rushed visit with very little input, Dr.Quaglia is your doctor. I've seen him 5 times for 3 separate issues and he has spent an average of 2 mins for each visit. Questions are met with 1 word answers and he rarely takes the time to explain the situation. I would not recommend him.",4.0
100037,3.0,3.0,3.0,3.0,"I think Dr.Quaglia is reasonably knowledgeable, and his office staff, with the exception of the nurse that fills the prescriptions, is exceptionally pleasant and friendly. He is definately a bit arrogant and egotistical, a friend and I always laugh at his comments and remarks to us at our visits. He always sends me to a specialist when I ask, but he does appear insulted, like he knows it all. When the specialist send him their report, he's always remarking, ""I knew that, you didn't need a specialist to tell you the course of treatment."" Overall he is a good Dr., with a poor bed side manner.",3.0
100037,5.0,5.0,4.0,4.25,"I have been a patient of Dr Quaglia's for several years. He is a very good doctor and has diagnosed me correctly on every occasion. He is very to the point, so if you take that as bad bedside manors than its your problem. His assistant on the other hand is rude but she is not the doctor. I am not a friend or family member",3.0
100037,1.0,1.0,3.0,1.5,Dr. Quaglia misdiagnosed me for months. I endured months of pain and lost months of treatment because of his mistake. I would not recommend him at all.,1.0
100037,5.0,5.0,5.0,5.0,Very knowledgeable. Very friendly. Great staff. Great bedside manner. I recommend him.,5.0
100037,1.0,1.0,3.0,2.25,"Dr. Quaglia is arrogant, ignorant and egotistical. He thinks he's a know-it-all. He misdiagnosed my friend's husband and caused his death by doing so. He is above talking with his patients. He also misdiagnosed another person who had been taken to the hospital and caused severe complications that permanently and totally disabled this individual. IF YOU VALUE YOUR HEALTH OR LIFE DO NOT BE A PATIENT OF DR. QUAGLIA'S - he's only in it for the money. Also, I believe those favorable ratings about Dr. Quaglia are probably his friends or relatives because he is definitely the worst physician I have ever seen.",4.0
100037,3.0,3.0,4.0,3.0,Dr. Qualglia seems knowledgeable but he doesn't have very good bedside manner. He was rude and arrogant when I went for a visit.He really did not want me to ask questions. I have every right to inquire about my condition and medication being prescribed to me. I already was feeling bad I can do wothout the rude and sarcastic behavior. I am going to switch physicians. In addition some of the staff at the facility is not very friendly. It's almost as if they do not want you to come to the office. I felt the need to explain a reason for my visit other than my symptoms. I got a feeling that Dr. Qualglia didn't care for people very much or perhaps burned out from his profession.,2.0
100037,5.0,5.0,5.0,5.0,"I have been a patient of Dr. Quaglia's for several years and have never experienced any problems. He listens to what you have to say and sends you to specialists and for tests as warranted. His staff also calls you with test results when they receive them. Dr. Quaglia also cares for my parent in a nursing home, the staff at the facility has commented on his in person regular visits to see about his patients, stating that they see him frequently visiting the patients he has in the facility. I myself, have seen him at the nursing home after 8pm where he was there seeing one of his patients. I would reccomend Dr. Quaglia to anyone.",5.0
100037,2.0,2.0,3.0,2.5,"Dr. Quaglia always entered the room with a catty attitude almost like he didn't want to be bothered, breezed through everything in the most surprising fashion, never fully listened to my symptoms before rudely cutting me off and interrupting me to insult me to incorrectly diagnose a condition that was very severe. Only after reluctantly but aggressively arguing with him did he send me for further testing which obviously pointed to the problem. I've never been treated in such a manor, he has told me more than once that I don't know what I'm talking about??? excuse me?? but I know my body better than anyone else and if you do not believe me as to what my symptoms are...you are of no use to me..",3.0
100037,2.0,5.0,3.0,3.5,"Mr Quaglia knows a lot, including how to make money. My personal dislike is that he seems mostly compared about just that - money. He has requested what I believe to be unimportant tests and also prescribed the more expensive brands of pills with no obvious benefit for the cost.",4.0
100037,1.0,1.0,5.0,2.5,This man thinks he knows everything and knows NOTHING. He has prescribed the wrong medication to me and my which made the conditions WORSE. Stay away and don't be fooled. Very dangerous man.,3.0
100037,5.0,5.0,5.0,5.0,THE SMARTEST MAN ON THE PLANET!!!! HIS KNOWLEDGE IS INCREDIBLE AND HE IS SURE TO EXPLAIN EVERYTHING ABOUT YOUR CARE IN WORDS THAT YOU WILL UNDERSTAND. I RECOMMEND HIM TO EVERYONE.,0.0
100037,5.0,5.0,5.0,5.0,Dr. Quaglia is an excellent physician. I have been seeing him for years and so do my friends and family members. He's caring and understanding. I recommend him to everyone!,0.0
10004,5.0,5.0,5.0,5.0,"Dr. Ponsky is an incredible dentist. He's extremely good at what he does and above all cares about his patients. I have always been happy with his work and have recommended him to all my family and friends. His office is very helpful, professional and very pleasant. Overall experience gets 5 stars.",5.0
10004,2.0,3.0,5.0,3.33,If you enjoy being scolded for poor hygenine practices then Dr. Ponsky is your man. Not the most gentle touch either.,0.0
10004,1.0,1.0,3.0,1.67,He installed a filling along gum line that overlapped the gum tissue. Within an hour the filling fell off from minor toungue pressure. He was going to charge me full price to replace the defective filling.,0.0
100041,5.0,5.0,4.0,4.5,Took me in without appointment when I had a bug in my eye!!! Very pleasant. At follow up I asked her to do an annual eye exam so I could replenish my contacts. She gave me the prescription without a problem as I always buy mine at the local warehouse. Plan to bring my mother here next.,4.0
100041,5.0,5.0,5.0,4.75,Dr. Ackerman is the best eye doctor I have seen in years. I have always been treated as if I am her only patient. She gives you 100% of her time. I don't understand what this other person is talking about. I will never ever use another eye doctor again - Dr. Ackerman is the best!!!,4.0
100041,1.0,1.0,1.0,1.0,"My experience with this doctor is the worst I ever experienced in my life. She cancelled scheduled appointment 45 minutes before and then not being avaiable for next two weeks. She's money hungary and she didn't want to give me prescription for contact lanses unless I ordered 6 months supply of with her. So when I didn't give her a check for a supply she didn't want to deal with me anymore, not responding to my phone calls. And the sample of contacts that she gave me happen to be too strong and left contact bothers my eye. So after paying $160 I having nothing. Very unprofessional.",0.0
100042,1.0,1.0,2.0,1.33,"I had surgery about 2 months ago and he referred me to the doc who did my surgery and he has seen me as my primary doctor. I was in major pain for 2 days and my work took me to the office to the doc that did my surgery and he checked me and there was nothing wrong in regards to the surgery, so I left there and went to my primary doctor which is Mr. Durocher because the pain was intense. I got to his office (crying and about to pass out) and they just left me in a room in a ball on their table and seemed like they could care less. The girl with me finally got them to give me a shot for the pain which helped but I wanted to know what was wrong. He came in finally and was very upset that I came to him. He said my doc that did surgery would have to pretty much help me. I had already been to him, so the family doctor in my eyes and every one else's eyes should help. He went out of the room and his nurse has finally set me up with a test but insist I must go see the other doc for treat.",0.0
100043,5.0,5.0,5.0,5.0,"He has helped me cope with bursitis pain in hips and low back region. His primary prescription has been strengthening and a steroid injection, but he has been outspoken about there being no ""silver bullet"" treatment and that core strengthening and stretching from mild, preferably aquatic exercise is a better treatment than drugs and will produce better long term results. He suggests OTC meds (Advil, Aleve, etc) where they will work as lower cost alternatives to prescription meds that often contain the same active ingredients. He is plain-spoken and direct. I thought he was very helpful, personable and polite. I share his (apparent)concern about pain clinics who get patients hooked on narcotics. In my opinion too many of them are just enablers. I do not find it hard to believe that he was not willing to treat a condition that he could not objectively diagnose. I DO find it very hard to believe he would be gratuitously rude about it. That would be contrary to my experience with him.",5.0
100043,1.0,1.0,3.0,1.67,"Incompetent and rude. He could not figure out how to treat my arthritis. I always felt worse after going to see him. He would make these off the cuff remarks, like maybe it's cancer that's eating my bones from the inside out. If he thought that it was cancer then he should have referred me to an oncologist, but he didn't do that. He just had a terrible bedside manner and didn't care what he said. Totally indifferent to my feelings. I told him that I was going to a pain relief clinic. I was surprised to see that he looked upset. Then he said those doctors at the pain clinic haven't been able to help any of my other customers, Oh, I mean patients. They can't help you, I can't help you, no one can help you, maybe you should go to a psychologist. When I left his office, my husband who heard his angry comments said, ""Don't go back to him, it is obvious that he is looking at you like a dollar sign, he doesn't have the answer for your health problems.""",0.0
100046,5.0,5.0,5.0,5.0,My favorite dental office of all time. They actually care about the way you feel as a patient. Very gentle dentist. Jaime is great and I don't think I'll let anyone tinker with my teeth besides Michelle ?º ?? ?º Dr Boyle and Dr Beck are thorough and effective. All in all it's a great place and I'll be a patient there as long as I live in KC. Thanks guys!,5.0
100046,5.0,5.0,5.0,5.0,"I have seen almost a dozen dentists in as many years to try to get one that I like, that seems knowledgeable and that I can trust. Dr. Boyle's office is a pleasant surprise - the ladies are all friendly and I feel that the dentists *and* the hygenists are professional and knowledgeable about what they are doing. I have not needed to have any major work done - crowns or fillings, but I'm ok with this because some of the other dentists I've seen have done extra work that in retrospect, I don't think was necessary. They are also flexible enough to allow me to determine what services I receive - cleanings, xrays, etc. and at what intervals (6 months, 1 years, etc). After seeing a slew of imperfect dentists, I prefer to decide what services I receive and what I would like to wait on. I would absolutely recommend Dr. Boyle. I'm going to be a repeat customer which is more that I can say for the 11 dentists before her!",5.0
100046,1.0,2.0,2.0,1.75,This clinic is set up to just make more money.They won't tell inform you things that won't be covered by your insurance untill they perform it on you.,2.0
100046,5.0,5.0,5.0,5.0,"Upon moving to the area 4 yrs ago, my wife and I each tried new dentists. Each individually wanted to do thousands in work our prior dentist never mentioned. Friends recommended Dr. Boyles office. Now our whole family goes. They do what is needed, no more and no less. They don't seem to try to push unneeded services at all. Very easy to work with in scheduling. In addition she is as close to painless as we have experienced with a dentist. Only had one issue with trying to sort out a payment issue. But that was likely our insurance fault. And they never made it a problem.",5.0
100046,5.0,3.0,5.0,3.75,I have changed my dentist along tie ago. But I have called to retrieve prior information about my previous dental treatment. I am still disappointed with the staff unable to provide the correct data. Thier record keeping was off by a YEAR! The dentist is average. I would think the office staff needs to perform better.,2.0
100046,5.0,5.0,5.0,5.0,"If you have any anxiety about going to the dentist, please go see Dr. Boyle. She is very gentle and will ease your fears. She has a light touch and her finished work is top notch. I use to cry before I had to visit a dentist but Dr. Boyle has made it very easy to visit. HEr staff is wonderful and overall a very relaxing visit. (something I thought I would never say!!)",5.0
100046,5.0,5.0,5.0,5.0,"Dr. Boyle is a relatively young but extremely professional dentist, is thorough and seems very knowledgable. Her office staff are top notch. I've seen her several times for examinations and procedures and have been very happy with all services provided.",0.0
100047,5.0,5.0,5.0,5.0,Dr Castillo is Amazing. He has delivered my second and third child and is currently seeing me while I am pregnant with my fourth. My son was 10 lbs. 3 ozs. And I know if I had a less experienced doctor I would have been in trouble. My only complaint is that since he has moved to north cypress parking is horrible but worth it for a great doctor.,5.0
100047,5.0,5.0,5.0,4.75,"I have been seeing Dr. Castillo for about 30 years. He delivered my daughter and she sees him too. He is an outstanding provider...caring, compassionate, highly professional, attentive and very receptive to the needs of his patients. He is honest, trustworthy and an excellent communicator.",4.0
